chirp_mass mass_ratio distance phi ra dec
82.829605 0.321602 2098.8489 3.4846401 3.4846401 0.644442
74.60612 0.27133337 1778.5477 0.28932762 0.28932762 -1.2136351
76.176346 0.2438108 1359.8638 3.9260464 3.9260464 0.9547677
50.44681 0.15762669 808.9931 4.3166714 4.3166714 0.84361964
89.8816 0.17879167 2519.8042 3.9065151 3.9065151 0.9247117
79.09363 0.29791436 1947.2607 3.2112026 3.2112026 0.3683008
93.00652 0.291125 1781.4237 0.09010887 0.09010887 -1.1458048
75.25205 0.29087976 1988.2072 3.5744839 3.5744839 0.68628263
94.17369 0.17867741 2057.6255 0.26979637 0.26979637 -1.1257915
92.184715 0.17659205 2612.4548 0.29323387 0.29323387 -1.1336757
68.430824 0.1876553 1462.7511 4.277609 4.277609 0.8819816
72.597244 0.22282228 1836.9484 3.4065151 3.4065151 0.68872684
90.762146 0.40510413 2292.2734 4.3791714 4.3791714 0.81093454
89.60422 0.25058568 1389.0183 0.7463589 0.7463589 -1.113784
83.52807 0.14032832 1526.8171 3.7190151 3.7190151 0.8441958
80.44649 0.248496 1382.657 3.8791714 3.8791714 0.8898976
85.3572 0.31465757 2194.3528 3.3440151 3.3440151 0.73219347
94.89455 0.23443565 1818.6648 3.8479214 3.8479214 0.8990558
57.06963 0.21789631 1177.585 3.5588589 3.5588589 0.6992166
72.449554 0.26998326 2358.4526 3.5432339 3.5432339 0.6339827
75.16891 0.28502253 1707.768 3.9416714 3.9416714 0.90602344
99.80577 0.20224443 1572.9078 4.42214 4.42214 0.7657299
94.06299 0.1999518 2204.9734 3.3947964 3.3947964 0.6309329
97.91127 0.30892384 1788.9723 0.0041713715 0.0041713715 -1.2043033
74.954956 0.22669256 2310.1763 3.1291714 3.1291714 0.46352023
85.2446 0.12755394 1548.512 6.177982 6.177982 -0.83428615
99.20245 0.36711648 1281.3418 6.193607 6.193607 -0.8249239
90.572556 0.26733145 983.1582 3.9143276 3.9143276 0.85869837
95.79009 0.30156872 1983.8779 0.21901512 0.21901512 -1.1945672
98.30292 0.1951459 2471.6199 0.27760887 0.27760887 -1.1271632
99.659744 0.5326963 1805.714 3.1838589 3.1838589 0.53536063
95.417625 0.67753285 1635.0112 3.5862026 3.5862026 0.6117748
89.325195 0.27759373 2153.145 4.35964 4.35964 0.68352985
92.82286 0.29552943 1734.8663 4.3635464 4.3635464 0.8212507
76.622635 0.2690132 1728.2389 3.3596401 3.3596401 0.6336413
90.24953 0.35563016 1688.7347 0.27760887 0.27760887 -1.0695035
68.77441 0.30392265 1352.4736 3.4572964 3.4572964 0.6378647
84.230095 0.15680215 2408.5984 6.0139194 6.0139194 -0.8079656
96.89636 0.1967066 2267.0576 1.1916714 1.1916714 -1.0781369
94.31094 0.17727306 1970.0896 5.912357 5.912357 -0.4666279
93.81219 0.36341143 2263.7827 3.3674526 3.3674526 0.49615884
77.80026 0.264532 2293.3323 6.0920444 6.0920444 -0.71479857
93.39126 0.1721771 1848.5267 3.9572964 3.9572964 0.9800142
98.61524 0.35378993 2242.483 3.4533901 3.4533901 0.71926486
76.09398 0.22056404 1307.3616 0.14870262 0.14870262 -1.2721788
97.42921 0.19814637 1861.9509 4.312765 4.312765 0.7699975
78.01209 0.23817164 2184.5264 0.05104637 0.05104637 -0.8190029
75.52437 0.26767072 1508.1785 0.17995262 0.17995262 -1.1921389
86.384796 0.18248534 2126.5361 3.2424526 3.2424526 0.3623682
65.645134 0.16266268 1505.9338 3.4612026 3.4612026 0.65130794
94.10833 0.21442643 2857.959 6.213138 6.213138 -0.99217516
80.114685 0.25375614 2044.723 3.5549526 3.5549526 0.6121602
83.62555 0.239503 1085.4324 4.2385464 4.2385464 0.8747419
90.61846 0.14023548 2428.5771 1.1291714 1.1291714 -1.255497
98.88106 0.20034254 3093.8218 5.943607 5.943607 -0.41396782
70.91495 0.13488969 513.48193 0.0041713715 0.0041713715 -0.96657497
96.46854 0.39195427 2046.2893 6.177982 6.177982 -0.88222206
52.371902 0.18267918 982.2386 3.9104214 3.9104214 0.9501304
73.899445 0.25587976 1162.7207 4.1330776 4.1330776 0.84106064
62.314796 0.13022336 950.3381 4.402609 4.402609 0.76165116
88.45445 0.30052868 1792.539 4.3830776 4.3830776 0.7269245
96.015884 0.2506137 2224.565 3.8557339 3.8557339 0.96104467
86.85352 0.28934306 1167.1372 5.959232 5.959232 -0.5468273
78.540436 0.15045974 1939.7268 3.5237026 3.5237026 0.6688405
90.33797 0.21531102 2022.8086 3.7268276 3.7268276 1.0516181
66.95979 0.23605126 878.11053 4.0549526 4.0549526 0.93724763
94.4884 0.37344804 1056.5095 0.8205776 0.8205776 -1.2006756
86.44473 0.17047596 2563.8787 3.2385464 3.2385464 0.39718816
77.25748 0.2515356 1913.2836 3.2971401 3.2971401 0.4766966
76.85076 0.32622042 1873.8097 3.9924526 3.9924526 1.0480264
87.89637 0.21488094 1545.718 4.324484 4.324484 0.8037018
95.12302 0.48309544 2732.0022 3.8440151 3.8440151 1.0058435
97.00172 0.32918847 2163.6716 3.2619839 3.2619839 0.5908375
81.82073 0.23435992 1405.2621 6.131107 6.131107 -0.9037347
75.85239 0.2493842 1326.2506 4.1799526 4.1799526 0.9416988
82.66457 0.35325366 2052.3135 3.3947964 3.3947964 0.53436244
98.13815 0.25987267 2200.9355 3.2893276 3.2893276 0.6304938
92.755035 0.20481119 2398.6804 0.05885887 0.05885887 -1.1742178
92.43175 0.266591 2904.229 6.271732 6.271732 -1.1367168
95.55118 0.2281754 2446.96 3.9182339 3.9182339 0.8904695
75.719666 0.16214126 2230.5444 3.9299526 3.9299526 0.8497296
86.75945 0.1709454 1900.778 3.9729214 3.9729214 0.9779545
99.52544 0.48124737 2248.0068 4.418234 4.418234 0.77100974
81.561905 0.12530276 1228.639 1.1252651 1.1252651 -1.1988909
84.586075 0.3198908 1514.898 3.8752651 3.8752651 1.0061039
81.70517 0.14658296 2317.9578 0.05885887 0.05885887 -1.1728575
97.95619 0.28489915 1847.026 4.246359 4.246359 0.758377
97.0356 0.23318908 1834.9309 5.9865756 5.9865756 -0.50025845
76.46923 0.30296284 1683.9836 3.3088589 3.3088589 0.57146496
84.283165 0.3442055 1783.6681 1.2424526 1.2424526 -1.1407171
71.604744 0.17023286 1841.4929 6.193607 6.193607 -1.1618867
96.4548 0.2162359 2431.3254 3.3010464 3.3010464 0.5367288
93.33997 0.3049141 2748.7095 4.29714 4.29714 0.78275704
99.033875 0.17761493 2777.525 5.959232 5.959232 -0.567752
75.94023 0.13065186 1445.8344 3.3791714 3.3791714 0.65853846
90.89934 0.17556119 2087.8455 4.29714 4.29714 0.8306125
68.55982 0.13190189 1878.8062 0.09010887 0.09010887 -1.1460625
96.64631 0.24632609 1343.5778 1.1252651 1.1252651 -1.1097819
94.3844 0.21097597 1911.1273 4.230734 4.230734 0.6944419
66.130615 0.22768596 1654.087 3.9221401 3.9221401 0.9684423
79.088326 0.20476279 2133.4478 3.9455776 3.9455776 0.92696834
75.76434 0.35857564 2010.6035 6.2209506 6.2209506 -1.158129
93.26962 0.36195502 2094.9202 4.39089 4.39089 0.8334276
82.630646 0.27964866 2246.068 3.2854214 3.2854214 0.5107816
99.36064 0.9021646 3060.354 6.0295444 6.0295444 -0.6337749
97.27947 0.23626521 1459.7665 0.08620262 0.08620262 -1.1964058
81.01006 0.27440956 1649.2494 4.3362026 4.3362026 0.84501904
79.93323 0.25484344 2220.4746 3.3596401 3.3596401 0.68883526
74.79536 0.20093402 1482.2675 6.256107 6.256107 -1.1685529
85.912674 0.32901105 2205.2542 6.1232944 6.1232944 -0.8592203
83.11851 0.17467836 1780.2709 4.344015 4.344015 0.7390478
80.205635 0.19176462 1868.5029 6.1701694 6.1701694 -0.8516938
76.48576 0.31529695 2307.8687 3.4104214 3.4104214 0.6365318
92.586 0.46352887 2211.2163 3.3205776 3.3205776 0.53437495
74.06614 0.27201375 1479.3839 3.2697964 3.2697964 0.39829183
75.90288 0.26724902 1668.2874 3.2658901 3.2658901 0.35845864
86.26608 0.19981837 2314.315 3.4182339 3.4182339 0.6581834
93.21596 0.2068767 2135.8296 3.4260464 3.4260464 0.6349953
94.04701 0.18490654 2860.3633 4.324484 4.324484 0.7937396
97.11003 0.31366614 2779.6616 3.9690151 3.9690151 0.97707224
90.23592 0.15269497 1499.0267 4.3010464 4.3010464 0.7535544
41.69352 0.16695058 867.246 0.15260887 0.15260887 -0.9497951
97.02847 0.18679154 2453.2053 6.0647006 6.0647006 -0.8745503
61.531456 0.1280827 1514.7783 3.9065151 3.9065151 0.9611269
72.188866 0.14728388 1503.6576 6.2326694 6.2326694 -1.136179
68.158615 0.18118462 1849.6979 6.260013 6.260013 -0.83951056
70.818375 0.22645238 1518.0013 6.2326694 6.2326694 -1.1552198
61.238213 0.22943404 1473.9849 6.162357 6.162357 -0.8780855
89.941154 0.20334971 1830.5297 3.6799526 3.6799526 0.7649265
91.58541 0.35277945 2702.9067 5.974857 5.974857 -0.5789358
70.518295 0.13294953 1266.3938 0.07057762 0.07057762 -1.0267487
73.41081 0.1292648 1669.3298 0.027608871 0.027608871 -0.8727817
75.45731 0.28563002 1901.4525 6.1428256 6.1428256 -1.149166
73.047714 0.26617998 1888.3872 3.2697964 3.2697964 0.63011265
98.477615 0.5613147 2722.5522 3.2697964 3.2697964 0.47575614
92.38205 0.14353555 2649.4277 3.5080776 3.5080776 0.66610664
56.04222 0.14829981 1226.3606 0.008077621 0.008077621 -1.121016
95.83107 0.36418968 2480.628 0.15651512 0.15651512 -1.1293933
99.32243 0.21344241 1590.3721 6.025638 6.025638 -0.5883868
93.9612 0.13551572 2779.6387 3.7346401 3.7346401 0.93477553
88.20501 0.19610247 2585.1902 3.9885464 3.9885464 0.9872467
87.8942 0.27970114 1899.1072 4.4260464 4.4260464 0.9294655
93.85417 0.3172276 2121.327 1.2385464 1.2385464 -1.0534532
83.33888 0.2210626 1443.1025 3.5080776 3.5080776 0.6153753
85.44782 0.28764248 1218.728 0.17214012 0.17214012 -1.1113104
94.61809 0.17312011 1923.8203 4.3987026 4.3987026 0.7676517
93.62796 0.42229527 1402.7988 0.32448387 0.32448387 -1.0454472
64.41476 0.1727787 1552.5381 3.4182339 3.4182339 0.61576575
84.692444 0.17905399 1950.2109 6.2795444 6.2795444 -1.0580761
87.828094 0.18235761 1670.4877 0.05885887 0.05885887 -1.2172775
86.14937 0.28811777 2341.6643 3.5588589 3.5588589 0.76236993
60.09267 0.12988931 1021.53564 3.5354214 3.5354214 0.65124154
76.40126 0.22173494 990.19946 0.11354637 0.11354637 -0.9634244
69.783615 0.14714983 1432.934 6.088138 6.088138 -0.7143589
80.62731 0.33226484 2157.1533 6.2482944 6.2482944 -0.9162482
77.93064 0.17429629 1245.2959 4.250265 4.250265 0.7429787
76.25392 0.20054835 1937.2472 3.1838589 3.1838589 0.4815729
99.29648 0.32459983 1862.9471 3.4494839 3.4494839 0.5989845
89.55984 0.23184717 2066.825 0.13307762 0.13307762 -1.1310844
84.77741 0.3295558 2990.5972 3.3713589 3.3713589 0.5413752
91.91873 0.3772105 2159.928 3.3674526 3.3674526 0.61742705
90.0588 0.20408401 1662.3585 3.3010464 3.3010464 0.49641162
94.04527 0.17055991 1418.2196 0.31276512 0.31276512 -1.1213084
80.89497 0.22535113 1475.2509 4.371359 4.371359 0.7597491
96.23668 0.33742893 2739.7336 3.7815151 3.7815151 1.0111806
86.65923 0.19895566 2409.891 3.5705776 3.5705776 0.60807705
94.467575 0.1907188 1798.7135 4.0197964 4.0197964 0.909378
87.67856 0.25580055 2287.0347 3.3987026 3.3987026 0.6795558
69.58315 0.23698223 1588.9852 4.4260464 4.4260464 0.72030014
84.69093 0.26337183 2371.7517 3.4494839 3.4494839 0.7573755
98.12616 0.18641073 2080.0938 3.2112026 3.2112026 0.3948305
99.783966 0.28122538 2934.9639 6.162357 6.162357 -1.1762748
88.07012 0.31452036 2337.6182 3.8322964 3.8322964 0.9928794
99.09886 0.19724277 1417.5876 0.18385887 0.18385887 -1.1789184
65.92853 0.18046656 1449.795 3.4377651 3.4377651 0.70753807
88.12528 0.17853054 2111.9712 4.29714 4.29714 0.8470818
96.87778 0.33128265 2652.607 3.2541714 3.2541714 0.42188036
95.796974 0.28839162 1521.7639 0.05885887 0.05885887 -1.0824873
93.03848 0.16436961 2886.8354 3.8518276 3.8518276 0.9620832
86.00545 0.13748273 1766.2437 4.0237026 4.0237026 0.94580305
95.47045 0.3750192 2653.3586 4.312765 4.312765 0.78844565
92.66597 0.22638258 1196.9625 5.849857 5.849857 -0.6292492
95.07961 0.1961866 2566.5762 3.1877651 3.1877651 0.36318725
81.6993 0.15703356 1509.2578 3.9924526 3.9924526 0.9490855
88.43599 0.17677614 1240.6051 6.1545444 6.1545444 -0.86134404
91.676346 0.28029135 1828.2408 3.8127651 3.8127651 0.917971
74.88149 0.2168895 1898.32 3.9104214 3.9104214 0.9399037
71.6361 0.25158003 1952.2839 3.1721401 3.1721401 0.50986844
92.17957 0.3700692 1909.5292 4.32839 4.32839 0.80654705
97.14757 0.60879815 1221.2611 3.4612026 3.4612026 0.63139546
55.354767 0.14592573 1257.8989 6.025638 6.025638 -0.61384696
74.96318 0.21203604 1707.1846 4.3049526 4.3049526 0.7902821
94.56067 0.29179135 1900.2793 4.355734 4.355734 0.8784798
85.37684 0.3633064 2185.8435 1.1955776 1.1955776 -1.2108012
97.99559 0.22813931 1365.1465 6.0803256 6.0803256 -0.8585897
46.13131 0.17284587 912.3489 3.5080776 3.5080776 0.6880232
63.148144 0.1262973 1302.5768 4.121359 4.121359 0.8428877
88.62227 0.32850435 2457.083 4.340109 4.340109 0.81604385
77.13767 0.24033916 1815.2866 0.16432762 0.16432762 -1.1535982
90.28523 0.14858869 2445.1501 4.1330776 4.1330776 0.74171656
87.88392 0.29060233 2114.8804 3.9494839 3.9494839 1.0164005
96.62753 0.5407477 1848.2383 3.9260464 3.9260464 0.95649564
67.615234 0.18469194 1395.4425 5.994388 5.994388 -0.17631403
92.39758 0.1572955 2958.765 3.4455776 3.4455776 0.69996524
93.4339 0.18060708 2759.6687 5.9514194 5.9514194 -0.41572613
77.35217 0.15809923 1609.0906 6.275638 6.275638 -1.0216417
79.670265 0.26362842 1860.1588 3.3869839 3.3869839 0.66123855
92.2996 0.40158266 1866.9198 0.15260887 0.15260887 -1.1049588
98.51903 0.37068477 2100.0496 4.3479214 4.3479214 0.7787998
72.73569 0.19675112 1826.2482 5.8889194 5.8889194 -0.59879506
71.09146 0.20692864 1835.2594 5.990482 5.990482 -0.52613306
90.27509 0.21003932 2152.0422 4.1604214 4.1604214 0.6945199
80.927124 0.12815672 1336.2456 4.308859 4.308859 0.7588515
85.93767 0.2652475 1624.4601 0.15651512 0.15651512 -1.1750015
90.45515 0.29030973 1551.655 4.3635464 4.3635464 0.7751695
85.81863 0.30574313 1794.7493 1.1252651 1.1252651 -1.0558199
76.6296 0.12656662 1064.9679 3.1408901 3.1408901 0.38609147
93.08033 0.22608176 1797.6433 3.9221401 3.9221401 0.9188222
95.52585 0.35672706 3068.2397 3.8987026 3.8987026 0.9494096
66.26037 0.21658102 1777.0308 6.006107 6.006107 -0.51481104
93.71185 0.3125358 2097.897 4.281515 4.281515 0.79063827
82.34933 0.2626772 1803.0396 6.2170444 6.2170444 -1.0653846
81.198 0.15618771 2004.1892 6.088138 6.088138 -0.7782321
80.693375 0.2485398 1870.1868 3.9221401 3.9221401 0.9402763
69.662704 0.17759588 1364.0283 1.2737026 1.2737026 -1.1557925
97.67234 0.46763086 1804.9048 4.35964 4.35964 0.8589515
84.93296 0.2630219 1913.8303 3.2385464 3.2385464 0.41925532
88.46875 0.32434484 2443.0435 3.5354214 3.5354214 0.7750729
67.4183 0.13241354 867.5081 4.32839 4.32839 0.7994824
92.69771 0.31658328 1348.303 4.1018276 4.1018276 0.9795809
93.73213 0.21679777 2458.801 5.7834506 5.7834506 -0.5260912
85.53473 0.16941497 2006.4148 0.16823387 0.16823387 -1.2047255
95.79815 0.17334768 1821.9615 5.6857944 5.6857944 -0.37286195
99.06087 0.17978618 2072.7708 3.9494839 3.9494839 0.990145
89.51848 0.2173551 1746.3135 1.2190151 1.2190151 -1.101201
99.5367 0.21336195 2319.6287 3.2815151 3.2815151 0.4850632
75.44318 0.14348596 1660.7356 3.9338589 3.9338589 0.97143805
93.49608 0.3924153 1361.2144 4.3362026 4.3362026 0.8279811
95.1661 0.30107963 2510.5176 3.9065151 3.9065151 0.8871942
74.774704 0.18870872 1406.613 4.324484 4.324484 0.7069827
75.30321 0.2761225 2361.8599 3.4026089 3.4026089 0.7237887
91.04677 0.32231468 1631.014 3.5237026 3.5237026 0.78197587
78.0924 0.25205666 2185.4712 3.5783901 3.5783901 0.7716111
93.43623 0.31624585 2251.8296 3.3791714 3.3791714 0.5532949
95.540886 0.18480104 2177.3472 4.375265 4.375265 0.74750286
96.910385 0.30733722 1392.0931 1.2424526 1.2424526 -1.134505
96.72595 0.25689587 1978.0703 0.21510887 0.21510887 -1.1273178
87.7583 0.31591734 1986.7025 3.8908901 3.8908901 0.93360496
58.71703 0.1975868 1161.8218 4.293234 4.293234 0.783088
70.27879 0.19625667 2087.511 6.021732 6.021732 -0.7672687
80.14246 0.30200842 1198.2139 4.3830776 4.3830776 0.73944134
77.62108 0.2421853 1073.8334 3.2307339 3.2307339 0.34039313
93.981 0.27180094 1896.7139 0.08620262 0.08620262 -1.1058607
86.574875 0.3392772 2287.4187 3.8322964 3.8322964 0.9758762
67.8789 0.31181577 1397.4886 3.9299526 3.9299526 0.9995935
96.43823 0.3846445 2460.7185 6.115482 6.115482 -0.7854134
81.08965 0.19506425 2019.6943 3.9885464 3.9885464 0.9234232
88.43227 0.21126351 2498.007 3.4612026 3.4612026 0.6397394
94.711365 0.14280307 1996.0189 4.437765 4.437765 0.8430748
63.443993 0.22028661 1452.2866 6.2482944 6.2482944 -1.1669129
78.27922 0.21928978 1550.3236 4.344015 4.344015 0.76530665
71.925674 0.24365479 1686.1881 0.10182762 0.10182762 -1.1865327
99.60227 0.38056707 2009.2173 6.2326694 6.2326694 -0.79676825
61.40248 0.12808341 1091.7317 0.19167137 0.19167137 -1.1375375
86.95209 0.22470447 2493.676 3.5783901 3.5783901 0.70031387
90.16791 0.23205099 1864.1567 0.17995262 0.17995262 -1.1866101
96.267525 0.22041354 2395.4558 3.5705776 3.5705776 0.6182777
79.74534 0.15099162 2580.4822 3.9768276 3.9768276 0.8890964
74.2481 0.15702114 1074.9644 4.4455776 4.4455776 0.8463722
98.8639 0.29540026 1534.5298 4.3674526 4.3674526 0.8465154
93.88524 0.29110444 1728.0508 4.402609 4.402609 0.7027846
92.84326 0.18060881 1350.7363 6.162357 6.162357 -1.0878195
64.71147 0.13380066 1195.428 3.8674526 3.8674526 0.88022405
72.68171 0.21257544 1585.0607 3.5080776 3.5080776 0.5613979
78.90201 0.1442127 1767.3116 4.371359 4.371359 0.76834846
99.63988 0.2342714 1746.9902 4.371359 4.371359 0.7838502
96.59317 0.20891896 1884.5605 3.7151089 3.7151089 0.92065173
66.159164 0.20415768 1456.6926 3.9494839 3.9494839 0.99148405
93.9679 0.4958545 1203.4089 3.4026089 3.4026089 0.5303517
83.86028 0.15191728 1554.0298 1.1838589 1.1838589 -1.1727605
90.60198 0.18189615 2024.4978 4.312765 4.312765 0.79189223
87.26142 0.3055147 2296.9111 3.9026089 3.9026089 0.9412297
94.9676 0.18584886 2739.7642 5.943607 5.943607 -0.52493006
71.737625 0.23234731 1677.5111 3.4299526 3.4299526 0.6585299
83.71741 0.27843794 2325.4272 3.9377651 3.9377651 0.95120066
64.28842 0.13214257 1356.0055 0.17604637 0.17604637 -1.2107083
63.80744 0.17036963 1432.1602 3.9104214 3.9104214 0.8906212
85.85389 0.3497396 1531.3508 4.2697964 4.2697964 0.82664883
73.97129 0.14844662 1472.8403 6.224857 6.224857 -1.0614816
73.380066 0.2393449 1591.2943 3.9963589 3.9963589 0.9708898
77.42286 0.18411607 2227.5598 3.5549526 3.5549526 0.6989536
86.63989 0.197312 2134.9639 3.8518276 3.8518276 0.90487534
94.19771 0.33608747 2447.045 3.5471401 3.5471401 0.72279984
78.36584 0.23727736 946.7992 1.3440151 1.3440151 -1.2499734
93.38942 0.26953393 2567.1907 3.5315151 3.5315151 0.7554785
99.25504 0.2162103 3080.142 3.7971401 3.7971401 0.88560873
96.21822 0.41148204 1881.3337 4.2424526 4.2424526 0.7234774
96.76503 0.42296684 1959.3657 0.019796371 0.019796371 -0.97652835
85.720856 0.31713122 2154.4575 0.24245262 0.24245262 -1.1814946
94.9447 0.21002382 1686.4017 0.14870262 0.14870262 -1.1806812
72.05497 0.13305539 1322.2549 4.3674526 4.3674526 0.7522943
95.67336 0.19285259 1701.507 3.4260464 3.4260464 0.64922273
88.6958 0.23930898 1528.7272 0.31667137 0.31667137 -1.240655
71.72819 0.20744878 1693.6344 3.4924526 3.4924526 0.6591599
82.28577 0.23829293 1688.798 3.4768276 3.4768276 0.8732109
96.1277 0.16388837 2861.4893 5.8772006 5.8772006 -0.5940679
71.84384 0.22389874 1753.2014 5.9982944 5.9982944 -0.65766925
99.568535 0.43392125 906.6859 6.0295444 6.0295444 -0.533841
76.76053 0.21444863 1677.0084 3.8713589 3.8713589 0.91579825
85.73456 0.26953155 1969.246 4.375265 4.375265 0.7790409
86.20549 0.15640056 2262.8967 0.04714012 0.04714012 -1.1042883
99.223755 0.27210212 1658.6577 4.0080776 4.0080776 0.9214412
82.47383 0.25982305 1889.066 0.11354637 0.11354637 -0.93202335
93.964935 0.31658256 1900.3867 1.2697964 1.2697964 -1.1072185
90.66527 0.3132561 2353.4526 5.963138 5.963138 -0.45216337
97.22863 0.4632669 2604.8203 3.2697964 3.2697964 0.46589112
88.211075 0.33637065 2552.207 6.2209506 6.2209506 -0.87327635
69.211296 0.25703225 974.2695 3.3322964 3.3322964 0.5114966
75.422 0.15318507 1426.5455 0.35182762 0.35182762 -1.1072251
64.31519 0.19575337 1709.53 3.9533901 3.9533901 0.934113
86.01834 0.2883008 2562.7947 6.0920444 6.0920444 -0.7253815
93.0007 0.23221871 2600.0535 0.015890121 0.015890121 -1.2621849
99.48396 0.26032293 1809.9406 4.3635464 4.3635464 0.80381453
92.958786 0.28873318 1498.3394 4.355734 4.355734 0.8113134
95.24803 0.17767179 2666.08 0.19557762 0.19557762 -1.1004686
93.83156 0.1507231 2650.4785 3.3869839 3.3869839 0.7604371
81.87329 0.19614515 1554.0586 6.260013 6.260013 -1.1256428
94.67181 0.31309023 3074.4849 3.3830776 3.3830776 0.56699383
65.4335 0.24658003 1917.6011 3.4416714 3.4416714 0.533986
55.692173 0.19965485 1041.8398 4.23464 4.23464 0.9018699
80.473274 0.28204182 1615.0292 3.2112026 3.2112026 0.4332505
85.67952 0.14007643 1530.6747 3.9846401 3.9846401 1.0226343
87.62157 0.1797733 1361.5967 4.344015 4.344015 0.7396222
87.34305 0.27119055 2408.162 5.959232 5.959232 -0.5151256
72.70184 0.2954154 1535.0931 4.3830776 4.3830776 0.7777944
77.24254 0.28172037 2195.3103 3.4377651 3.4377651 0.65025896
69.70965 0.14499888 1157.238 4.3518276 4.3518276 0.8128884
92.99553 0.3779782 2662.0742 3.9533901 3.9533901 0.85903764
61.21961 0.15631357 1228.7511 6.1389194 6.1389194 -0.94061565
77.69397 0.16571373 1212.6792 3.7815151 3.7815151 0.93266296
69.29593 0.19002485 2175.1611 6.2639194 6.2639194 -0.7809154
94.76252 0.22746018 851.9698 3.1916714 3.1916714 0.33504337
85.14755 0.3138916 2311.7847 0.023702621 0.023702621 -1.0470396
94.90657 0.1936023 1020.9855 2.0197964 2.0197964 -1.2951033
90.74815 0.4005574 1365.5135 0.05104637 0.05104637 -1.2095551
84.85163 0.30172464 1779.3314 4.312765 4.312765 0.6826875
84.580246 0.18446797 689.28125 0.41823387 0.41823387 -1.2768176
93.41434 0.3634075 1575.9543 4.2737026 4.2737026 0.9412668
98.32331 0.25148636 2193.4053 4.3830776 4.3830776 0.8383804
78.212105 0.26115745 1860.3114 4.355734 4.355734 0.79748845
70.3199 0.21791244 2019.3889 3.9260464 3.9260464 0.9424506
83.20599 0.29472128 1527.7183 1.0002651 1.0002651 -1.2016634
64.84914 0.18964529 1666.1631 3.4533901 3.4533901 0.6149483
94.67847 0.14790061 1850.1733 6.256107 6.256107 -0.9486653
74.73604 0.25039634 2331.8384 3.8283901 3.8283901 0.9627348
93.217606 0.22230646 1629.8623 0.14479637 0.14479637 -1.1089815
92.60896 0.1426236 2963.1387 6.084232 6.084232 -1.0320013
66.02538 0.19708034 1408.382 3.8674526 3.8674526 0.90667784
85.47679 0.34132087 2282.1934 3.8244839 3.8244839 0.93011826
67.70696 0.21616861 907.3328 3.8283901 3.8283901 0.98952526
76.46748 0.21655485 1158.0836 3.8362026 3.8362026 0.950865
90.77609 0.34927624 2016.4814 3.9612026 3.9612026 0.88602585
87.5287 0.21417314 1668.3993 6.2209506 6.2209506 -1.0085733
86.01367 0.14902762 2310.0237 3.5822964 3.5822964 0.77179563
87.860794 0.25562665 2458.482 3.6916714 3.6916714 0.9242931
79.274765 0.21753442 1571.9932 3.3010464 3.3010464 0.6711988
95.00708 0.16199005 2018.3114 4.3205776 4.3205776 0.79927427
78.72501 0.27182037 1711.2699 3.1447964 3.1447964 0.33453238
81.88648 0.29967722 1754.5696 5.771732 5.771732 -0.35596332
83.71447 0.27308813 2152.7788 3.6135464 3.6135464 0.6944099
83.0072 0.29131588 1829.9 6.135013 6.135013 -0.9094075
80.83429 0.2300033 1966.8872 0.10573387 0.10573387 -1.163198
68.54747 0.17367479 1499.2614 0.14479637 0.14479637 -1.0935036
55.20457 0.18407536 1410.2726 5.8928256 5.8928256 -0.60710233
84.596794 0.26470128 2155.369 0.17995262 0.17995262 -1.1396579
88.25137 0.2777754 1595.4335 5.9670444 5.9670444 -0.23954143
73.69528 0.16535795 1139.0457 3.8987026 3.8987026 0.9227157
81.49736 0.3096573 2645.096 6.166263 6.166263 -0.64500934
76.789345 0.18240348 1760.7844 1.1135464 1.1135464 -1.1277564
94.50934 0.31818795 1044.4181 0.10182762 0.10182762 -1.2031189
90.784615 0.25206044 1974.8112 0.21901512 0.21901512 -1.0926344
78.858284 0.21179277 2637.2559 3.2463589 3.2463589 0.39476803
88.6223 0.27852833 2810.332 0.023702621 0.023702621 -1.1049395
73.1184 0.23443854 1459.6582 4.000265 4.000265 0.8765746
58.42482 0.19082761 1594.4297 3.3440151 3.3440151 0.5802457
97.14264 0.16841191 2553.923 0.23073387 0.23073387 -1.1945484
98.68057 0.2587555 1833.6228 4.340109 4.340109 0.6650827
86.72339 0.23249626 1831.0342 3.3713589 3.3713589 0.5911703
56.282925 0.19841099 1304.8599 3.2580776 3.2580776 0.7433391
98.331024 0.5535445 2193.798 3.3479214 3.3479214 0.562985
94.53186 0.19933516 1448.9614 0.19167137 0.19167137 -1.1801898
86.626144 0.25108823 1827.7562 0.27370262 0.27370262 -1.1642853
76.56529 0.3445232 1681.3662 0.9651089 0.9651089 -1.0293492
94.609085 0.17555386 1679.7626 1.0979214 1.0979214 -1.2070311
97.44849 0.34176394 1661.1672 3.5666714 3.5666714 0.667882
95.14183 0.21423036 1733.8271 3.8205776 3.8205776 0.8823018
98.565475 0.41257697 2261.8455 4.3049526 4.3049526 0.7468375
96.23332 0.19718865 2295.8843 3.9299526 3.9299526 0.9307781
71.95601 0.22449043 1194.281 4.418234 4.418234 0.8615949
91.1248 0.16706818 2313.026 3.3557339 3.3557339 0.53005946
95.08186 0.26126665 1359.0771 3.9182339 3.9182339 0.96265787
89.7161 0.2496022 1865.7325 6.224857 6.224857 -1.0298324
87.36215 0.27955088 1858.4227 4.3830776 4.3830776 0.78231484
