chirp_mass mass_ratio distance phi ra dec
99.61124 0.53074175 1638.2351 3.3479214 3.3479214 0.57424897
94.97385 0.16569674 2012.2041 3.8869839 3.8869839 0.9969012
97.90022 0.3062195 2620.6907 6.1076694 6.1076694 -0.8121023
92.01187 0.22446522 2456.1248 3.2502651 3.2502651 0.32672384
77.10669 0.28063986 1951.2981 3.4846401 3.4846401 0.6931511
87.908066 0.2919481 2070.3132 3.8791714 3.8791714 1.0161451
72.69085 0.27345607 1936.7825 6.0607944 6.0607944 -0.9249678
92.80823 0.26367167 2818.9644 3.5197964 3.5197964 0.6262818
94.894745 0.27982536 1615.6655 4.2697964 4.2697964 0.8232844
81.87099 0.31234318 2332.2554 3.8830776 3.8830776 0.90203094
89.622475 0.1616281 2692.686 0.12135887 0.12135887 -1.1809351
96.399994 0.24569952 1385.8369 0.17214012 0.17214012 -1.1281999
80.37797 0.16115943 1507.331 3.5276089 3.5276089 0.67194444
94.96068 0.36115742 2315.3376 3.4533901 3.4533901 0.7122961
95.89765 0.272587 1905.6528 0.00026512146 0.00026512146 -0.8666234
91.03046 0.39236468 2720.5234 3.9299526 3.9299526 0.897109
87.357994 0.2719032 1626.7455 0.10573387 0.10573387 -1.1708225
87.07559 0.27097565 2527.1638 0.04323387 0.04323387 -1.125006
97.542465 0.21027881 2246.612 3.3869839 3.3869839 0.6652968
81.18904 0.12635028 2274.2283 3.6447964 3.6447964 0.82265246
96.459656 0.20447192 1186.9207 6.072513 6.072513 -0.8290918
99.00774 0.38589945 1883.9473 0.09401512 0.09401512 -1.1909424
97.48839 0.22605553 1817.8655 1.1487026 1.1487026 -1.1117666
86.39069 0.32349333 2559.3857 1.2658901 1.2658901 -1.1643105
97.35397 0.17022642 2494.7095 3.9104214 3.9104214 0.9789328
90.75337 0.16228858 2245.458 3.2307339 3.2307339 0.4693782
91.99972 0.26871583 2668.9155 6.103763 6.103763 -1.149562
85.15939 0.15731451 1221.0854 3.2463589 3.2463589 0.42213526
92.74553 0.27993733 1245.3903 3.9651089 3.9651089 0.9487377
79.66159 0.18271005 1408.7131 4.355734 4.355734 0.80910516
89.105774 0.29938078 1908.0734 3.2307339 3.2307339 0.41579363
94.586426 0.24034274 2047.6089 3.9338589 3.9338589 1.0060211
96.60293 0.18231875 2138.8215 3.7893276 3.7893276 0.92562723
94.924194 0.17726818 1908.894 4.2229214 4.2229214 0.7507625
94.20831 0.22116345 2648.1807 6.010013 6.010013 -0.62065697
92.181076 0.22316986 1661.5559 3.1838589 3.1838589 0.52936083
94.47734 0.41282576 2856.8325 3.4885464 3.4885464 0.65923774
96.82187 0.412544 2198.6292 3.3283901 3.3283901 0.5753582
91.52896 0.26410913 2265.619 3.8674526 3.8674526 0.93156517
92.998184 0.25960934 1620.515 3.0197964 3.0197964 0.24839284
75.67926 0.18564868 2012.7993 3.6955776 3.6955776 0.8469868
90.473915 0.314543 2423.857 4.324484 4.324484 0.7750044
93.1794 0.27168137 1454.5895 3.6760464 3.6760464 0.6815649
90.46141 0.35750955 1886.7946 6.0022006 6.0022006 -0.6310286
63.426292 0.27915362 1415.5183 0.05104637 0.05104637 -1.2764773
90.53088 0.2162658 2006.9143 3.8479214 3.8479214 0.9657116
74.25932 0.20570761 1656.9229 3.9143276 3.9143276 0.9651042
93.60799 0.24473792 1681.6292 4.3635464 4.3635464 0.7826143
97.21095 0.17242554 2244.0293 3.9494839 3.9494839 0.9288699
87.029594 0.22818315 2203.6594 3.8596401 3.8596401 0.99460185
73.29634 0.29882404 2114.3535 3.8752651 3.8752651 0.9390325
98.61987 0.21722126 1239.9669 0.24245262 0.24245262 -1.2200079
91.479004 0.23321787 2948.1655 6.162357 6.162357 -0.82795566
74.84271 0.24365944 1524.4126 4.3362026 4.3362026 0.62688035
84.456604 0.25209123 2065.2039 4.4104214 4.4104214 0.82071996
64.65889 0.25470483 1342.9231 3.9143276 3.9143276 0.91977084
64.359566 0.13184041 1181.8995 3.4572964 3.4572964 0.60480934
90.4603 0.18096122 2495.7817 3.4846401 3.4846401 0.52279
81.6407 0.25992137 1941.905 3.2268276 3.2268276 0.4980124
95.21754 0.18171746 1749.9956 3.9572964 3.9572964 0.92035174
90.94739 0.2905389 1241.3376 4.3049526 4.3049526 0.861581
89.795074 0.2631145 1267.5448 4.215109 4.215109 0.81026685
83.342545 0.29667592 1960.5122 3.9026089 3.9026089 0.93837804
51.78555 0.1435495 1022.707 3.9729214 3.9729214 0.89716166
89.66728 0.47141117 2355.9382 0.10182762 0.10182762 -0.85085416
94.24647 0.4167352 2653.9302 6.2365756 6.2365756 -0.86588484
91.2011 0.187837 1801.8967 1.2112026 1.2112026 -1.1898917
90.90015 0.34853262 1959.1595 5.9709506 5.9709506 -0.6159108
88.15001 0.17538884 1997.5521 3.9494839 3.9494839 0.91793877
80.61892 0.29967824 1986.9146 0.04323387 0.04323387 -1.0030595
93.53254 0.28893983 1630.265 4.281515 4.281515 0.847857
77.2242 0.306121 1879.4019 4.3166714 4.3166714 0.68532836
93.223434 0.28374603 1775.6166 3.9455776 3.9455776 0.9560726
57.53498 0.24654368 1519.7994 5.994388 5.994388 -0.51209
85.36551 0.19310766 2051.9263 3.8518276 3.8518276 0.86541945
76.563156 0.198396 1536.3472 3.7971401 3.7971401 0.929588
74.59583 0.25244865 1384.4143 4.340109 4.340109 0.7975589
76.323 0.3300178 1945.3711 3.2737026 3.2737026 0.4527031
98.52236 0.16306609 1624.6316 4.043234 4.043234 0.96230465
80.89708 0.15934345 2058.158 0.00026512146 0.00026512146 -1.1024967
73.09298 0.14493287 1507.1515 3.5979214 3.5979214 0.7448449
94.45532 0.31448364 2173.566 3.8869839 3.8869839 0.8489616
89.94414 0.3014232 1926.2322 3.6135464 3.6135464 0.7653245
86.80652 0.17651087 1657.3131 4.043234 4.043234 0.94144166
81.581665 0.27148739 2156.7878 0.42214012 0.42214012 -1.0968769
82.59155 0.3645392 2562.68 0.04323387 0.04323387 -1.0501165
90.06062 0.2216919 1844.3174 3.8947964 3.8947964 0.8718199
75.87309 0.21569636 2410.1785 3.5432339 3.5432339 0.58786714
52.309353 0.13665783 993.8238 3.6760464 3.6760464 0.74191713
66.281715 0.24787664 1468.4365 0.9885464 0.9885464 -1.2238199
99.80292 0.44141173 2416.0217 3.3362026 3.3362026 0.7406164
91.000946 0.2073727 2230.8684 1.2033901 1.2033901 -1.149288
83.31363 0.23359045 1557.4633 4.418234 4.418234 0.78047496
68.3348 0.25752282 1561.2261 5.8420444 5.8420444 -0.5250318
55.213722 0.21045095 1360.0193 0.09010887 0.09010887 -1.1235572
90.42871 0.33489174 2352.4282 3.9065151 3.9065151 0.96542364
98.822205 0.31534082 1777.6339 3.8947964 3.8947964 0.9204874
80.9652 0.13916752 2032.4009 3.5354214 3.5354214 0.8057275
97.09722 0.18129677 1961.7549 6.0178256 6.0178256 -1.1836823
87.555405 0.2532064 1866.0972 3.8908901 3.8908901 0.9783105
93.595474 0.16998753 3076.2295 3.3479214 3.3479214 0.6039089
81.77552 0.19615692 1525.0247 4.344015 4.344015 0.7675114
63.14865 0.19135499 1548.8036 3.2424526 3.2424526 0.5366553
87.848946 0.3399276 2057.1492 3.4065151 3.4065151 0.65975386
87.91613 0.22724187 2418.3125 3.2893276 3.2893276 0.4351598
86.80523 0.14218393 3072.684 3.2033901 3.2033901 0.46701908
87.56202 0.14212283 2186.8936 4.344015 4.344015 0.7730674
85.34239 0.34357518 2334.6245 4.3205776 4.3205776 0.70086825
78.15383 0.24798822 1450.4888 4.308859 4.308859 0.7480926
66.14751 0.17628497 1371.3215 3.6252651 3.6252651 0.76306885
93.05669 0.2863406 1730.6533 3.4455776 3.4455776 0.61282974
97.05965 0.30552256 1818.0088 3.5510464 3.5510464 0.7540134
93.09998 0.25621605 1942.4513 5.849857 5.849857 -0.46379244
98.41237 0.21234843 2530.156 4.402609 4.402609 0.76662827
99.28337 0.30874917 2404.4287 6.1740756 6.1740756 -0.74181026
90.66949 0.5966998 1301.071 4.2854214 4.2854214 0.7796066
82.617455 0.3138943 1883.768 4.42214 4.42214 0.75896287
75.14702 0.2473073 2029.7611 3.2463589 3.2463589 0.5819813
80.33005 0.137945 2452.6035 0.33229637 0.33229637 -1.1602802
98.236145 0.1859855 2315.5286 4.199484 4.199484 0.8975003
94.76871 0.22868437 1421.2372 0.30885887 0.30885887 -1.1408088
89.36882 0.33168676 2502.9102 3.9377651 3.9377651 0.96423525
96.598595 0.3772694 2405.0103 6.1701694 6.1701694 -0.90401083
95.43158 0.20568767 1734.6676 3.9572964 3.9572964 0.81955004
74.96769 0.26741567 1926.0398 3.4260464 3.4260464 0.6127535
69.48482 0.1481775 1537.7595 3.2307339 3.2307339 0.5992899
99.86123 0.3456899 1577.4847 5.9709506 5.9709506 -0.87229997
47.56049 0.17576462 1309.6304 3.2112026 3.2112026 0.32541257
91.7285 0.38880947 2520.1375 3.1565151 3.1565151 0.34910956
95.03932 0.3017614 2555.3862 4.3049526 4.3049526 0.78970194
80.157 0.2814105 2175.3933 6.0647006 6.0647006 -0.92643845
87.44943 0.34764132 1190.056 4.0393276 4.0393276 1.0249478
89.918655 0.17315635 2514.5684 4.3010464 4.3010464 0.8391687
87.10316 0.24075803 1922.1263 0.14870262 0.14870262 -1.1293277
86.95055 0.15736118 1287.1448 0.9807339 0.9807339 -1.1617931
93.7125 0.20870677 1371.7399 3.8205776 3.8205776 0.9356139
89.55214 0.300295 1915.6926 0.9299526 0.9299526 -1.1279635
92.91983 0.21724525 2521.473 3.9260464 3.9260464 1.0037407
77.326645 0.27640274 1524.3573 3.5276089 3.5276089 0.62274045
80.11594 0.22151157 1529.3191 4.3635464 4.3635464 0.6836169
65.09981 0.13274905 1371.8671 4.0041714 4.0041714 0.9894268
79.13051 0.27324963 1425.8251 0.34010887 0.34010887 -1.2326567
71.79811 0.13394254 1775.4193 3.5354214 3.5354214 0.66254216
96.92226 0.29753926 2429.1409 3.6057339 3.6057339 0.75369376
60.841045 0.18213609 1056.9708 4.1643276 4.1643276 0.85178125
83.16318 0.14037874 2494.5332 3.8908901 3.8908901 0.9777033
79.89222 0.36051047 1613.1631 3.8479214 3.8479214 0.9891662
50.06624 0.17487726 752.68976 4.3791714 4.3791714 0.7883545
66.362144 0.22682661 1463.2671 3.3674526 3.3674526 0.5921477
91.95161 0.26623762 2068.7607 3.4885464 3.4885464 0.6952129
96.14892 0.18260488 1984.5532 0.11745262 0.11745262 -1.127232
92.64319 0.27603424 2003.1039 6.0803256 6.0803256 -0.74530816
64.562744 0.12703294 1413.1248 3.9338589 3.9338589 0.85378134
95.65117 0.34870452 1619.2079 1.1057339 1.1057339 -1.2147994
85.67563 0.18856612 1772.3376 3.8440151 3.8440151 0.8166713
80.887184 0.29670376 1434.4009 0.06276512 0.06276512 -1.2112728
94.8453 0.28014514 2457.756 3.8987026 3.8987026 0.99268085
96.619156 0.24569947 1678.1858 4.293234 4.293234 0.78821385
94.62114 0.18498036 1828.0281 4.277609 4.277609 0.8845141
95.463524 0.30993786 1688.8341 4.3635464 4.3635464 0.69816047
79.997894 0.22659755 1891.7948 0.13307762 0.13307762 -1.1239555
81.120804 0.2545155 1491.2488 3.8674526 3.8674526 0.94190806
98.456894 0.41877317 2695.0662 0.9885464 0.9885464 -1.1409143
79.25721 0.31385735 1712.1342 4.4143276 4.4143276 0.72623587
99.96605 0.20594612 2079.9937 4.0354214 4.0354214 0.9770148
64.384605 0.24715987 1907.7241 3.5119839 3.5119839 0.69764966
74.60065 0.19986627 1778.3339 6.2678256 6.2678256 -1.076568
73.56628 0.2565297 1279.3976 4.011984 4.011984 0.9651882
99.72708 0.3048443 1932.3143 4.3479214 4.3479214 0.81327033
74.63143 0.22463891 2156.62 3.8674526 3.8674526 1.0844462
88.45264 0.31617588 1854.738 4.0041714 4.0041714 0.9598873
80.55007 0.14728019 1353.9019 4.3635464 4.3635464 0.77691907
98.58362 0.17382282 1764.7272 4.449484 4.449484 0.72066265
78.99766 0.23689926 1122.77 4.5197964 4.5197964 0.9245456
95.68019 0.34298086 1987.5721 4.340109 4.340109 0.78781796
88.74459 0.18506706 1501.7725 3.9143276 3.9143276 0.9991219
88.75644 0.34180462 2240.23 0.04323387 0.04323387 -1.1373575
97.89287 0.20782319 2137.4595 4.4260464 4.4260464 0.8028087
85.48364 0.26778957 1792.0817 4.375265 4.375265 0.789253
96.12248 0.301416 1947.638 4.312765 4.312765 0.76689935
73.86069 0.21620244 1724.7997 3.6213589 3.6213589 0.63261056
90.0813 0.31173638 1440.8445 6.197513 6.197513 -0.8961724
90.875725 0.24642673 1337.2834 3.3401089 3.3401089 0.5857102
93.23544 0.23529428 1982.3254 0.26198387 0.26198387 -1.2298915
91.32783 0.24844515 1766.5057 3.8479214 3.8479214 0.9716453
95.043945 0.2940681 1845.7585 4.355734 4.355734 0.79250604
92.23358 0.14549091 2430.8208 0.16823387 0.16823387 -1.1598954
60.795834 0.22276035 1156.4316 4.3987026 4.3987026 0.8683345
84.49972 0.253595 1448.8328 4.344015 4.344015 0.80757904
63.91507 0.13033041 1546.1237 3.6057339 3.6057339 0.7015783
88.025345 0.23262632 2369.6228 3.4572964 3.4572964 0.70465547
89.77904 0.2328848 1929.8853 4.35964 4.35964 0.90390366
97.39461 0.18946731 1723.759 3.3752651 3.3752651 0.435356
86.95361 0.29846358 1995.4482 3.3049526 3.3049526 0.4591638
93.84665 0.27216524 1275.2667 4.500265 4.500265 0.8317645
87.57911 0.14372545 1491.1194 3.4338589 3.4338589 0.663256
89.65585 0.2881838 1652.3107 0.10573387 0.10573387 -1.1571386
97.18125 0.30437788 2376.1182 0.24635887 0.24635887 -1.1260198
68.06958 0.1560801 743.8308 3.8088589 3.8088589 0.9449315
88.26048 0.294779 2030.9592 6.1115756 6.1115756 -0.80434525
80.85554 0.25125524 1306.4404 6.2365756 6.2365756 -0.78528804
87.574295 0.17581946 1197.9423 3.1760464 3.1760464 0.4528748
85.23115 0.2759453 2701.0618 3.2463589 3.2463589 0.36859357
86.85742 0.1518715 2787.0022 3.8908901 3.8908901 0.9542864
92.54924 0.29440773 1238.3013 0.5432339 0.5432339 -1.1152573
88.17874 0.31548387 1888.102 5.959232 5.959232 -0.45956302
98.514404 0.18960169 1976.902 1.1643276 1.1643276 -1.2040484
81.92478 0.27872536 1945.7134 3.4416714 3.4416714 0.58413553
90.773575 0.16173568 2445.3113 0.25807762 0.25807762 -1.1716955
96.90083 0.2424064 1464.3909 3.9143276 3.9143276 0.9314773
95.869705 0.18636939 1620.5123 5.9357944 5.9357944 -0.4818316
76.133224 0.18945828 1010.646 3.8518276 3.8518276 1.0985808
87.627426 0.36876258 2296.4055 4.250265 4.250265 0.89907306
87.288185 0.2866723 2475.2537 3.9143276 3.9143276 0.9715249
67.44965 0.24422437 1938.3665 6.2326694 6.2326694 -0.7804129
71.949585 0.19194657 1545.1427 3.5549526 3.5549526 0.65988207
92.43541 0.25875196 2588.933 6.2639194 6.2639194 -1.0159322
94.62224 0.22397763 1757.0293 3.9455776 3.9455776 0.93763745
70.80466 0.18130937 1631.1752 4.35964 4.35964 0.85123926
68.3704 0.24631506 1587.1636 3.4026089 3.4026089 0.64206064
88.24857 0.2350446 1346.476 4.574484 4.574484 0.7866077
90.16335 0.1508157 1736.077 0.12526512 0.12526512 -1.1964691
99.302795 0.39408556 2381.462 3.9533901 3.9533901 0.9676427
68.520775 0.16723555 1882.8068 6.0959506 6.0959506 -0.84304947
63.74816 0.19988361 1644.8561 3.6135464 3.6135464 0.72828877
67.32295 0.12544537 1898.9951 3.9260464 3.9260464 0.9268298
91.362656 0.3540187 1667.497 3.5237026 3.5237026 0.67203814
97.95259 0.26827553 1707.9943 4.42214 4.42214 0.73119193
87.18758 0.2620326 1785.4983 6.1389194 6.1389194 -0.9211779
85.048004 0.24796948 1457.6714 0.15651512 0.15651512 -1.0940655
70.61574 0.13496628 1594.5221 3.5158901 3.5158901 0.65948933
85.39864 0.23822752 2001.6459 4.01589 4.01589 0.8660521
98.80846 0.17754 1558.9868 1.1526089 1.1526089 -1.1633974
99.51019 0.65460664 1797.4761 4.281515 4.281515 0.78955775
82.73686 0.265112 1316.3699 4.406515 4.406515 0.7622732
93.75489 0.36015338 2333.3223 3.4768276 3.4768276 0.6856856
82.93448 0.18982342 2158.3845 3.5666714 3.5666714 0.63961846
81.38752 0.24117115 2390.859 0.19948387 0.19948387 -1.1098752
66.669525 0.26614937 1465.191 3.1330776 3.1330776 0.3126241
99.65585 0.45794386 1480.1301 0.9924526 0.9924526 -1.1667228
97.134705 0.3191769 2015.2627 3.5979214 3.5979214 0.6889909
88.29753 0.20854497 1666.1055 3.8869839 3.8869839 0.8880809
74.87486 0.2183904 2017.5471 0.8401089 0.8401089 -1.080593
57.140907 0.18577957 1549.2261 3.4104214 3.4104214 0.6005866
97.885025 0.44023257 2025.1686 4.3947964 4.3947964 0.7320753
82.05148 0.27690136 1429.8303 4.246359 4.246359 0.8391467
89.84375 0.29210976 2360.944 0.08620262 0.08620262 -1.160454
86.331535 0.2821341 1630.7344 3.8479214 3.8479214 0.83665615
82.741905 0.26936904 2318.5962 0.16432762 0.16432762 -1.1273985
87.49614 0.28750208 1899.6672 3.4182339 3.4182339 0.65641344
77.491135 0.16005653 2132.1099 3.3518276 3.3518276 0.40511048
56.674927 0.13556874 1139.622 3.4846401 3.4846401 0.65004045
81.11117 0.13257346 1696.773 4.0354214 4.0354214 0.94225925
73.07382 0.18872526 1440.2897 0.24635887 0.24635887 -1.1243272
98.278885 0.3752979 2341.2017 3.4065151 3.4065151 0.53914183
79.206314 0.24729168 3054.8755 4.0549526 4.0549526 0.9030754
96.79588 0.21547532 1279.297 6.0178256 6.0178256 -0.6785285
91.485535 0.24425757 2434.6528 3.9026089 3.9026089 0.93110394
72.58041 0.30116907 1614.2942 3.9533901 3.9533901 0.90703714
92.19284 0.29672027 2332.0408 3.8674526 3.8674526 0.8926941
98.9073 0.27969244 1543.2937 1.1682339 1.1682339 -1.079263
75.702866 0.27692887 2376.348 3.7619839 3.7619839 0.91601247
96.46173 0.30133703 1979.9004 3.5979214 3.5979214 0.7505609
56.69283 0.1359714 634.88 4.4104214 4.4104214 0.71860147
84.205444 0.33116868 1482.2551 4.3674526 4.3674526 0.7901498
84.22369 0.36549097 1744.3661 3.9690151 3.9690151 0.9717468
86.403114 0.308493 2046.2568 0.13307762 0.13307762 -1.1306076
73.80026 0.26012406 1597.111 0.14089012 0.14089012 -1.1082232
86.48758 0.29705843 2727.3694 3.1955776 3.1955776 0.48797017
97.0604 0.3127218 2598.3406 3.8869839 3.8869839 0.919807
81.933044 0.2953982 1851.5897 4.3205776 4.3205776 0.66320544
76.562256 0.29765555 2018.5483 5.900638 5.900638 -0.5965536
79.023735 0.19377047 2135.7378 6.1389194 6.1389194 -0.7108323
85.29262 0.29115048 1523.1482 4.3947964 4.3947964 0.7821123
89.796616 0.25476024 2508.9214 3.5276089 3.5276089 0.652391
99.829796 0.3040104 1610.3127 5.9240756 5.9240756 -0.65211594
89.07063 0.17909187 1694.5243 3.8283901 3.8283901 0.9834617
96.30327 0.3311267 2223.6216 1.2190151 1.2190151 -1.2199413
97.87579 0.39454323 2163.666 6.2639194 6.2639194 -0.91409326
84.867035 0.17892322 1278.4805 3.3830776 3.3830776 0.70787233
91.065384 0.28208968 1968.9595 3.6565151 3.6565151 0.74787265
88.4605 0.32864642 1920.6605 3.3947964 3.3947964 0.55773973
87.33467 0.13375431 1432.0061 6.1857944 6.1857944 -0.9027497
86.84963 0.18143624 2251.9856 3.3401089 3.3401089 0.47340286
83.185646 0.16503805 1638.0758 6.084232 6.084232 -0.9588893
80.01079 0.19691303 1364.907 3.3791714 3.3791714 0.6092052
54.080154 0.18454772 1127.7019 3.9221401 3.9221401 0.9693714
87.32184 0.21312347 1574.9373 3.8674526 3.8674526 0.72942036
97.01471 0.2932918 1828.0887 3.9690151 3.9690151 0.9321548
98.45478 0.28315362 2388.906 3.5119839 3.5119839 0.66237587
87.3259 0.32502192 2529.997 3.2541714 3.2541714 0.567901
98.43181 0.19766158 1861.287 4.437765 4.437765 0.8282016
93.879036 0.26368195 1657.1873 4.42214 4.42214 0.7457081
94.823395 0.18076605 2732.7183 0.07057762 0.07057762 -1.1880717
86.63405 0.29126015 1726.8676 3.0979214 3.0979214 0.16270284
96.046265 0.18754128 2447.8828 0.13307762 0.13307762 -1.1049104
75.98704 0.1700421 1307.5911 1.1213589 1.1213589 -1.1207595
99.6107 0.30255413 1519.9323 6.197513 6.197513 -0.9244615
95.63049 0.14532179 2643.3813 0.011983871 0.011983871 -1.0739881
92.04301 0.2985178 2295.2031 6.1584506 6.1584506 -0.79291534
84.18336 0.23677745 1931.9948 5.7834506 5.7834506 -0.58198184
73.732735 0.21872064 1665.5732 3.4846401 3.4846401 0.7209658
97.75339 0.37567884 1542.996 6.2170444 6.2170444 -1.0696641
89.737404 0.246633 2344.652 6.068607 6.068607 -0.73277014
97.98456 0.19088122 1317.9413 5.9357944 5.9357944 -0.4307655
80.51648 0.28265303 1345.849 4.312765 4.312765 0.78042644
97.20535 0.28826407 1787.7383 1.1526089 1.1526089 -1.2295934
84.49803 0.15467486 2398.2144 0.019796371 0.019796371 -0.8427405
95.850815 0.22242951 1370.3967 0.10964012 0.10964012 -1.1565112
57.960747 0.17446724 1284.9738 0.18776512 0.18776512 -1.066257
92.03611 0.21285358 2667.5776 3.4963589 3.4963589 0.766185
90.57945 0.1701132 1204.7538 1.3440151 1.3440151 -1.2156528
85.19664 0.2890765 1932.8926 3.8869839 3.8869839 0.96878356
90.53928 0.37035298 2435.254 3.2268276 3.2268276 0.34945884
88.416756 0.32605737 1766.3481 4.3947964 4.3947964 0.7741328
99.08092 0.2787792 2774.1875 4.2737026 4.2737026 0.79040194
61.931183 0.14302707 1789.5013 3.4416714 3.4416714 0.53293014
91.51999 0.33858287 1485.1653 0.40651512 0.40651512 -1.060003
96.24992 0.23386136 2562.6665 0.10964012 0.10964012 -1.1924684
93.17813 0.35543716 1903.4778 3.5666714 3.5666714 0.8481438
97.12273 0.23466742 1442.0737 6.1857944 6.1857944 -0.9937662
93.72585 0.30039346 2640.6748 4.3518276 4.3518276 0.85044813
92.21361 0.19414309 2535.8594 3.4963589 3.4963589 0.59146225
80.70402 0.31865564 1757.5803 0.0041713715 0.0041713715 -1.1351738
96.848114 0.1933541 2636.3293 0.16042137 0.16042137 -1.1465263
89.09762 0.2943298 1380.2817 3.8479214 3.8479214 0.91627693
94.69263 0.37965435 2010.5497 3.2815151 3.2815151 0.62010014
85.26669 0.29446217 1629.2811 0.015890121 0.015890121 -1.193409
93.65973 0.29454973 1563.2 0.011983871 0.011983871 -1.2060705
95.303 0.33446968 2561.9219 3.9065151 3.9065151 0.96423984
99.08177 0.2566355 2150.8862 3.8752651 3.8752651 0.974253
84.33933 0.23960072 1679.6925 3.8830776 3.8830776 0.90731496
95.83649 0.22980142 1488.3877 3.2737026 3.2737026 0.54643786
81.556885 0.25495017 2249.454 6.228763 6.228763 -0.91143334
83.009605 0.22375125 2147.1616 3.9338589 3.9338589 0.9683914
62.981472 0.2592535 1317.4961 4.3987026 4.3987026 0.73112524
93.833374 0.15617794 2155.1284 4.433859 4.433859 0.7820051
84.95592 0.33205533 2778.3774 3.4221401 3.4221401 0.5956832
76.7963 0.25797108 1886.8665 4.3205776 4.3205776 0.72160345
56.570923 0.15888202 1265.1761 3.5588589 3.5588589 0.67461205
87.71343 0.1736007 1529.8153 3.8947964 3.8947964 0.9260192
72.849434 0.25844544 2220.0696 5.931888 5.931888 -0.5027142
94.572815 0.26036426 1825.0026 0.21510887 0.21510887 -1.1710199
99.26372 0.46701184 1751.3612 6.0022006 6.0022006 -0.5916011
68.14263 0.17283037 1556.2122 6.0451694 6.0451694 -0.581644
75.32194 0.24505845 1900.2915 3.8635464 3.8635464 0.8784828
87.03468 0.4072071 1013.64935 3.3674526 3.3674526 0.62849396
67.056625 0.27216035 1576.3691 3.3479214 3.3479214 0.6399058
90.412766 0.25329816 1873.0536 3.8518276 3.8518276 0.92503995
70.99862 0.19966066 1137.5599 4.437765 4.437765 0.72051984
99.054535 0.38588437 2007.4492 0.26589012 0.26589012 -1.0793126
78.78278 0.23268193 2000.3826 3.9260464 3.9260464 0.9338516
74.1514 0.2971937 1621.9373 3.8752651 3.8752651 0.901857
98.37213 0.20105916 1378.9669 1.0588589 1.0588589 -1.1313385
78.28318 0.36878216 2013.8433 3.2619839 3.2619839 0.50841266
92.27794 0.3457556 2791.1255 0.35964012 0.35964012 -1.1469057
89.81348 0.30879873 1550.1565 4.308859 4.308859 0.75577563
98.42323 0.32521272 1757.9941 4.355734 4.355734 0.7860826
69.74527 0.22048488 1820.2916 0.09010887 0.09010887 -0.95570767
85.62245 0.25448483 2262.679 3.1994839 3.1994839 0.5319901
94.37164 0.31454343 2591.8535 4.281515 4.281515 0.6616074
89.34798 0.18226397 2105.2427 3.8987026 3.8987026 1.0037309
96.98249 0.23937592 1173.6658 4.4924526 4.4924526 0.9327997
84.46652 0.30497906 1408.7094 4.1330776 4.1330776 0.90795404
88.454185 0.2606709 1812.5778 6.0334506 6.0334506 -0.75123364
82.558945 0.15117294 2255.8599 0.6721401 0.6721401 -1.1252434
97.21614 0.2785853 2667.0073 3.3518276 3.3518276 0.6079387
92.83583 0.17036265 1890.0137 3.7424526 3.7424526 0.980606
95.85552 0.18671185 2567.7986 3.2893276 3.2893276 0.48118812
80.26686 0.31497103 1686.0894 3.1291714 3.1291714 0.3450799
98.793625 0.19551954 2871.8933 3.2815151 3.2815151 0.6153291
86.886154 0.23402038 2095.3452 4.3674526 4.3674526 0.7754751
86.62749 0.15196043 2964.5771 6.275638 6.275638 -0.797775
73.68472 0.19798297 1904.8998 0.05104637 0.05104637 -1.0250815
78.00066 0.28340998 1659.3096 6.197513 6.197513 -0.9284924
67.122406 0.15178776 1699.0085 0.03932762 0.03932762 -0.87806576
72.702805 0.24996337 1269.884 4.402609 4.402609 0.8496365
79.81827 0.27234295 1475.0485 4.465109 4.465109 0.8588067
66.39196 0.24276182 1491.3934 5.7053256 5.7053256 -0.3536797
89.74423 0.18001819 1310.3328 4.4299526 4.4299526 0.83941233
98.416595 0.44308054 2297.509 3.3205776 3.3205776 0.4788155
99.546936 0.3697275 2146.6672 3.4104214 3.4104214 0.6989646
91.838264 0.3173529 2557.454 3.9104214 3.9104214 0.903838
82.19095 0.28527063 2348.5898 0.23073387 0.23073387 -1.1294879
95.54053 0.4288823 1893.8647 1.1838589 1.1838589 -1.1509953
95.938324 0.5030828 2938.855 0.04323387 0.04323387 -1.0644287
79.7544 0.3628452 1795.7513 0.9143276 0.9143276 -1.1589997
77.76703 0.32529232 2034.7457 4.3674526 4.3674526 0.74361813
96.10542 0.35151207 2071.0276 3.9494839 3.9494839 0.96621966
98.772194 0.20819071 2157.7112 3.2658901 3.2658901 0.36653596
76.253395 0.20158064 1826.9999 0.17214012 0.17214012 -1.0643852
97.60223 0.2805109 2034.6122 4.3791714 4.3791714 0.7154139
91.91733 0.25236142 1891.544 0.09792137 0.09792137 -1.1056694
73.27686 0.17649713 1780.9703 0.09010887 0.09010887 -1.1593254
83.195045 0.30185074 1865.2384 3.8635464 3.8635464 0.9349795
97.88781 0.20286527 1987.3943 1.1174526 1.1174526 -1.1504455
96.83529 0.33242953 1461.2146 0.14870262 0.14870262 -1.1380115
75.684235 0.24279019 1878.7307 1.1955776 1.1955776 -1.0732096
99.282425 0.3052285 1632.3589 1.0393276 1.0393276 -1.2022524
96.37624 0.25044173 1717.8766 4.2580776 4.2580776 0.87128925
97.31831 0.4138027 1828.667 3.4729214 3.4729214 0.6721699
77.662285 0.13877538 1245.5822 3.8127651 3.8127651 0.93677706
